planet_name,koi_period,koi_duration,koi_depth,koi_prad,koi_srad,koi_model_snr,koi_impact,koi_steff,koi_slogg,koi_teq,koi_insol,koi_disposition
10797460,9.48803557,2.9575,615.8,2.26,0.927,35.8,0.146,5455.0,4.467,793.0,93.59,CONFIRMED
10797460,54.4183827,4.507,874.8,2.83,0.927,25.8,0.586,5455.0,4.467,443.0,9.11,CONFIRMED
10811496,19.89913995,1.7822,10829.0,14.6,0.868,76.3,0.969,5853.0,4.544,638.0,39.3,CANDIDATE
10848459,1.736952453,2.40641,8079.2,33.46,0.791,505.6,1.276,5805.0,4.564,1395.0,891.96,FALSE POSITIVE
10854555,2.525591777,1.6545,603.3,2.75,1.046,40.9,0.701,6031.0,4.438,1406.0,926.16,CONFIRMED
10872983,11.09432054,4.5945,1517.5,3.9,0.972,66.5,0.538,6046.0,4.486,835.0,114.81,CONFIRMED
10872983,4.13443512,3.1402,686.0,2.77,0.972,40.2,0.762,6046.0,4.486,1160.0,427.65,CONFIRMED
10872983,2.56658897,2.429,226.5,1.59,0.972,15.0,0.755,6046.0,4.486,1360.0,807.74,CONFIRMED
6721123,7.36178958,5.022,233.7,39.21,1.958,47.7,1.169,6227.0,3.986,1342.0,767.22,FALSE POSITIVE
10910878,16.06864674,3.5347,4914.3,5.76,0.848,161.9,0.052,5031.0,4.485,600.0,30.75,CONFIRMED
11446443,2.470613377,1.74319,14231.0,13.04,0.964,4304.3,0.818,5820.0,4.457,1339.0,761.46,CONFIRMED
10666592,2.204735417,3.88864,6674.7,16.1,1.952,5945.9,0.224,6440.0,4.019,2048.0,4148.92,CONFIRMED
6922244,3.522498429,3.19843,9145.7,14.59,1.451,1741.5,0.631,6225.0,4.169,1521.0,1264.67,CONFIRMED
10984090,3.709214104,2.6302,131.1,1.16,1.022,50.6,0.051,5833.0,4.407,1206.0,500.46,CONFIRMED
10419211,11.521446064,3.6399,17984.0,150.51,0.848,622.1,2.483,5795.0,4.554,753.0,75.88,FALSE POSITIVE
10464078,19.40393776,12.2155,8918.7,7.18,0.68,214.7,0.804,5043.0,4.591,523.0,17.69,FALSE POSITIVE
10480982,19.221388942,4.79843,74284.0,49.29,0.947,2317.0,1.065,6117.0,4.496,698.0,55.97,FALSE POSITIVE
10485250,16.46983774,9.4378,10479.0,7.94,0.786,303.4,0.292,5152.0,4.517,595.0,29.61,FALSE POSITIVE
10526549,9.27358173,3.2875,1288.3,2.47,0.696,87.2,0.387,4856.0,4.583,649.0,41.85,CONFIRMED
10583066,6.02930329,1.5821,1912.7,2.85,0.672,65.4,0.258,4537.0,4.648,678.0,50.04,CONFIRMED
10583180,2.696370652,3.6129,397.9,1.58,0.819,48.2,0.044,4989.0,4.504,1066.0,305.34,FALSE POSITIVE
10601284,5.349553819,3.0278,831.0,2.55,0.91,60.6,0.092,5185.0,4.44,919.0,168.99,CONFIRMED
10601284,3.94105221,2.5984,363.3,1.7,0.91,28.9,0.226,5185.0,4.44,1018.0,253.15,CONFIRMED
10601284,8.10904807,3.596,217.4,1.3,0.91,14.1,0.025,5185.0,4.44,800.0,97.03,CONFIRMED
2306756,386.6030528,6.8057,24927.0,41.5,1.58,994.0,0.9765,5543.0,4.081,297.0,1.84,FALSE POSITIVE
10662202,21.67699193,3.4555,857.2,2.95,0.828,34.3,0.896,4954.0,4.5,530.0,18.64,CONFIRMED
10682541,4.99677968,2.1717,934.7,2.78,0.847,28.2,0.71,5339.0,4.552,917.0,166.95,CONFIRMED
11460018,4.280963604,2.875,750.8,2.3,0.831,61.8,0.424,5644.0,4.564,1012.0,247.87,CONFIRMED
11463211,1.50635409,1.5155,2211.7,4.53,0.831,181.1,0.86,5714.0,4.563,1452.0,1054.12,FALSE POSITIVE
11465813,670.645531,53.412,18091.0,14.14,0.983,642.7,0.701,5520.0,4.466,196.0,0.35,FALSE POSITIVE
11493732,61.2563628,7.633,5123.3,39.87,1.091,85.3,1.248,6144.0,4.402,505.0,15.43,FALSE POSITIVE
11507101,38.3775486,5.588,724.2,2.82,1.036,34.7,0.468,5481.0,4.369,529.0,18.53,CONFIRMED
10910878,41.19725502,4.6297,2213.9,3.86,0.848,51.2,0.045,5031.0,4.485,439.0,8.76,CONFIRMED
10910878,6.252962249,2.5819,1036.9,2.65,0.848,47.1,0.105,5031.0,4.485,823.0,108.3,CONFIRMED
10987985,16.01308419,3.2554,1121.9,3.1,0.826,33.2,0.799,5015.0,4.499,593.0,29.31,CONFIRMED
11018648,32.62876672,4.7971,1804.8,3.36,0.798,80.0,0.021,5586.0,4.56,506.0,15.55,CONFIRMED
11018648,91.7732862,6.473,652.0,2.12,0.798,19.1,0.606,5586.0,4.56,359.0,3.92,CONFIRMED
11138155,4.959319244,2.22739,9802.0,12.21,1.082,696.5,0.831,5712.0,4.359,1103.0,349.4,CONFIRMED
11152159,2.701287801,3.3827,860.4,6.54,0.91,48.3,1.016,5550.0,4.468,1222.0,527.81,FALSE POSITIVE
11153539,4.49876511,3.7362,460.0,2.1,0.969,29.5,0.312,6075.0,4.486,1133.0,389.62,CONFIRMED
11242721,19.651209505,5.2514,11766.0,12.42,1.063,513.4,0.723,6074.0,4.391,730.0,67.03,FALSE POSITIVE
9579641,5.412203927,2.9472,601.6,2.94,1.087,166.7,0.787,5779.0,4.339,1093.0,337.68,CONFIRMED
11304958,41.43958662,10.5989,2793.1,5.5,1.046,141.1,0.355,5468.0,4.367,516.0,16.72,CONFIRMED
11391957,8.35389523,2.2514,1041.6,2.52,0.787,43.4,0.023,5592.0,4.582,790.0,91.9,CONFIRMED
11403044,4.125543472,3.1744,1487.3,4.43,1.103,128.6,0.597,6174.0,4.417,1243.0,565.35,CONFIRMED
11414511,2.816504904,2.50587,16814.0,12.21,0.955,1406.8,0.105,5532.0,4.452,1219.0,521.13,CONFIRMED
11442465,33.93373447,14.561,8503.7,7.34,0.705,236.1,0.812,5040.0,4.628,430.0,8.11,FALSE POSITIVE
12110942,3.689920099,2.6557,426.7,1.89,0.917,35.6,0.151,5880.0,4.518,1147.0,408.99,CONFIRMED
12366084,4.431238488,3.15,1010.9,3.25,1.015,71.1,0.405,5714.0,4.428,1104.0,351.23,CONFIRMED
12366084,11.37936986,2.6255,1023.5,3.95,1.015,37.9,0.911,5714.0,4.428,806.0,99.68,CONFIRMED
12404086,26.39432897,3.573,1510.9,3.07,0.763,48.2,0.602,5129.0,4.595,489.0,13.49,CONFIRMED
8395660,13.57078281,3.3539,511.7,2.64,1.012,88.4,0.866,5854.0,4.406,785.0,89.61,CONFIRMED
9579641,7.12594387,3.0014,192.4,1.79,1.087,47.1,0.898,5779.0,4.339,997.0,233.31,CONFIRMED
11656840,7.442652004,2.3078,24446.0,15.03,0.956,835.6,0.137,6108.0,4.469,967.0,206.78,FALSE POSITIVE
11754553,16.38489988,3.0249,1127.1,2.0,0.615,28.9,0.001,4126.0,4.661,433.0,8.35,CONFIRMED
11754553,7.8774163,2.0805,1306.1,2.16,0.615,38.7,0.041,4126.0,4.661,553.0,22.18,CONFIRMED
11754553,36.4454001,4.007,1122.3,1.99,0.615,21.7,0.028,4126.0,4.661,332.0,2.88,CONFIRMED
11812062,3.728732147,2.683,5226.5,6.02,0.809,345.2,0.558,5497.0,4.577,1023.0,258.34,CONFIRMED
11818800,40.4195037,3.362,6256.0,7.51,0.781,36.9,0.911,5446.0,4.507,467.0,11.29,CANDIDATE
11853255,2.243380573,1.1196,821.7,1.99,0.564,38.9,0.915,4149.0,4.698,822.0,107.6,CONFIRMED
11909839,10.405998015,6.5036,14489.0,11.23,0.924,745.2,0.324,5746.0,4.393,833.0,113.94,FALSE POSITIVE
11918099,2.337437946,1.9982,971.2,2.34,0.765,82.4,0.28,5005.0,4.595,1070.0,311.16,CONFIRMED
11918099,7.2406612,0.558,556.4,19.45,0.765,13.7,1.198,5005.0,4.595,734.0,68.63,CANDIDATE
9579641,3.43591631,3.133,23.2,0.55,1.087,8.7,0.624,5779.0,4.339,1272.0,617.61,CANDIDATE
11923270,11.59822233,2.5237,2804.5,2.65,0.473,71.0,0.679,3688.0,4.79,396.0,5.82,CONFIRMED
11960862,6.575315881,4.3084,2793.3,5.31,0.989,221.1,0.39,5992.0,4.415,1015.0,251.38,CONFIRMED
12020329,7.275040844,7.5377,3001.0,4.86,0.867,312.1,0.547,5485.0,4.556,833.0,113.64,CONFIRMED
12066335,19.27153892,2.7594,1219.8,1.93,0.56,37.1,0.031,4077.0,4.702,393.0,5.66,CONFIRMED
12066335,10.06524317,1.369,1053.3,1.91,0.56,30.3,0.628,4077.0,4.702,488.0,13.43,CONFIRMED
12070811,12.3935651,3.8896,916.6,2.66,0.75,35.8,0.883,5557.0,4.603,677.0,49.68,CONFIRMED
8395660,43.84439721,6.802,615.2,2.87,1.012,83.7,0.852,5854.0,4.406,531.0,18.77,CONFIRMED
3120431,3.341913228,3.813,725.3,21.55,0.811,39.0,1.213,5295.0,4.551,1032.0,268.67,FALSE POSITIVE
3246984,1.626630225,2.1145,1620.6,32.43,0.973,103.6,1.26,5735.0,4.41,1547.0,1355.88,FALSE POSITIVE
3342970,2.711504086,3.0099,837.5,3.12,1.076,64.5,0.023,6214.0,4.442,1420.0,960.79,CONFIRMED
3342970,7.21203748,4.0491,950.4,3.32,1.076,51.5,0.012,6214.0,4.442,1025.0,260.58,CONFIRMED
12459725,14.1798187,2.505,459.9,1.88,0.878,11.2,0.1601,5799.0,4.539,711.0,60.35,FALSE POSITIVE
12470844,8.47237911,2.7245,1123.5,2.59,0.788,47.6,0.022,5354.0,4.587,751.0,75.44,CONFIRMED
12470844,60.4189369,5.039,931.3,2.36,0.788,20.1,0.094,5354.0,4.587,390.0,5.49,CONFIRMED
12644822,12.611904345,5.1497,6105.6,7.4,0.919,277.2,0.55,5795.0,4.508,753.0,76.15,CONFIRMED
2440757,1.433769925,1.8868,1976.3,46.58,1.339,112.6,1.268,6017.0,4.22,1920.0,3209.29,FALSE POSITIVE
2445129,10.31872301,3.836,871.7,28.59,1.06,38.2,1.215,5927.0,4.409,876.0,139.26,FALSE POSITIVE
2713049,2.539183147,2.4282,382.1,2.06,1.062,38.9,0.238,5519.0,4.35,1332.0,743.09,CONFIRMED
3114167,6.770300385,2.0844,1304.0,2.77,0.679,50.8,0.838,5653.0,4.656,812.0,102.87,CONFIRMED
3114661,0.444291966,2.0792,10967.0,27.51,0.636,299.7,1.258,5255.0,4.678,1836.0,2706.26,FALSE POSITIVE
3115833,10.181584004,3.5089,5741.1,7.73,0.836,183.6,0.92,5988.0,4.541,812.0,102.91,CANDIDATE
4139816,20.06036336,3.3203,1494.7,1.96,0.493,35.2,0.556,3950.0,4.754,361.0,4.0,CONFIRMED
4139816,46.1842039,4.758,1394.7,1.83,0.493,26.0,0.013,3950.0,4.754,273.0,1.32,CONFIRMED
8395660,23.9800854,5.351,104.0,1.31,1.012,17.1,0.95,5854.0,4.406,649.0,41.94,CONFIRMED
4139816,7.82502168,2.186,520.8,1.2,0.493,15.9,0.708,3950.0,4.754,494.0,14.05,CONFIRMED
4275191,3.895936525,2.3111,8544.8,7.34,0.774,370.8,0.524,5557.0,4.592,1005.0,241.62,CONFIRMED
4476123,22.36646466,5.228,986.8,2.32,0.734,32.1,0.4,5395.0,4.615,536.0,19.45,CONFIRMED
3351888,1.625522174,2.38963,7969.0,9.73,1.106,799.7,0.076,5539.0,4.322,1579.0,1467.41,CONFIRMED
3453214,19.620346923,2.0038,21725.0,13.6,0.905,340.5,0.458,5710.0,4.492,643.0,40.39,CANDIDATE
3554600,7.544039,6.222,322.6,17.47,0.824,14.2,1.175,5657.0,4.567,838.0,116.46,FALSE POSITIVE
3641726,9.02930689,3.1449,1019.8,2.57,0.82,53.9,0.024,5349.0,4.526,757.0,77.75,CONFIRMED
3734868,10.328035714,7.7915,16918.0,13.28,1.024,636.8,0.281,5627.0,4.359,843.0,119.31,FALSE POSITIVE
3832474,143.2063047,8.9302,10566.0,8.9,0.867,138.8,0.379,5485.0,4.556,308.0,2.14,CONFIRMED
8395660,6.164876,3.262,55.8,0.79,1.012,14.4,0.646,5854.0,4.406,1021.0,256.35,CONFIRMED
3832474,60.32494216,6.6188,20280.0,12.19,0.867,347.2,0.224,5485.0,4.556,411.0,6.77,CONFIRMED
3832474,29.1598615,4.803,488.0,1.91,0.867,11.6,0.3619,5485.0,4.556,524.0,17.85,CONFIRMED
3836375,1.540397253,2.1541,816.1,25.69,0.915,38.8,1.225,5663.0,4.53,1470.0,1105.68,FALSE POSITIVE
3838486,2.99025443,5.414,589.2,1.7,0.731,48.5,0.014,4667.0,4.578,918.0,168.45,FALSE POSITIVE
3935914,1.594745374,1.9604,15044.0,11.3,0.893,1009.3,0.514,5934.0,4.491,1539.0,1329.42,CONFIRMED
3940418,4.783002698,2.335,1008.7,2.5,0.807,70.6,0.003,5170.0,4.574,886.0,145.48,CONFIRMED
4049131,20.50588921,4.0595,2105.5,3.41,0.761,78.5,0.26,4905.0,4.544,518.0,17.06,CONFIRMED
4139816,3.340218842,1.9104,1632.6,2.03,0.493,71.6,0.466,3950.0,4.754,656.0,43.73,CONFIRMED
5287983,2.507089906,2.0067,1339.2,30.26,0.939,64.9,1.255,5926.0,4.506,1326.0,730.47,FALSE POSITIVE
5358241,18.64932728,4.4056,893.6,3.12,1.053,46.1,0.08,5775.0,4.405,701.0,57.13,CONFIRMED
10875245,4.90144976,4.1654,140.7,1.7,1.402,50.6,0.529,5847.0,4.191,1262.0,598.74,CONFIRMED
5358241,9.75192101,4.793,418.0,2.76,1.053,28.5,0.949,5775.0,4.405,870.0,135.66,CONFIRMED
5358241,38.5576546,5.794,993.0,4.02,1.053,39.7,0.911,5775.0,4.405,550.0,21.71,CONFIRMED
5358624,3.525632539,2.59959,22335.0,11.58,0.793,1996.7,0.12,5150.0,4.572,975.0,213.12,CONFIRMED
4544670,34.84398644,2.9315,4523.6,7.61,0.871,76.8,0.934,5509.0,4.482,511.0,16.1,CANDIDATE
4664847,7.748094239,3.5957,2472.1,5.52,1.085,113.2,0.517,5973.0,4.439,964.0,204.39,CONFIRMED
4725681,23.96793669,3.827,1182.3,1.8,0.524,27.5,0.416,3747.0,4.728,329.0,2.77,CONFIRMED
4725681,8.29561738,1.3421,824.3,1.82,0.524,17.9,0.888,3747.0,4.728,469.0,11.39,CONFIRMED
4913852,8.11437482,2.2736,1558.0,2.1,0.517,56.4,0.573,3692.0,4.753,460.0,10.55,CONFIRMED
4932348,38.036729482,4.34617,82872.0,27.5,0.932,1300.0,0.501,5575.0,4.521,500.0,14.81,FALSE POSITIVE
4936180,4.64090031,35.512,2450.6,30.09,0.826,296.9,1.28,6463.0,4.5,1155.0,421.08,CANDIDATE
11913073,3.747838198,5.0642,616.0,13.65,0.826,138.2,1.121,5514.0,4.569,1031.0,266.76,FALSE POSITIVE
10875245,14.74914825,6.0995,430.2,2.89,1.402,107.4,0.173,5847.0,4.191,874.0,137.91,CONFIRMED
5021899,21.81295996,4.3791,1175.4,3.38,0.999,37.8,0.053,5601.0,4.41,639.0,39.33,CONFIRMED
5077629,7.91936937,3.3148,15148.0,10.34,0.776,389.0,0.733,5690.0,4.588,814.0,104.0,FALSE POSITIVE
5115978,1.028436523,1.8606,8098.0,72.77,0.99,89.6,1.5734,6228.0,4.428,1947.0,3400.48,CANDIDATE
5164255,15.37562369,3.3169,15337.0,11.01,0.833,166.0,0.692,4986.0,4.496,600.0,30.54,CONFIRMED
5252423,8.10363271,3.161,887.9,2.11,0.732,39.3,0.047,4861.0,4.574,687.0,52.82,CONFIRMED
5252423,4.71510843,2.506,417.5,1.46,0.732,21.3,0.258,4861.0,4.574,823.0,108.84,CONFIRMED
5272878,6.365839713,2.9721,780.7,2.44,0.849,70.8,0.524,5776.0,4.554,914.0,165.33,CONFIRMED
5283542,5.97581754,3.065,962.4,3.86,0.997,50.3,0.941,6108.0,4.471,1047.0,284.25,FALSE POSITIVE
5649215,2.446737317,4.7211,1177.9,26.25,0.863,110.2,1.241,5764.0,4.548,1261.0,597.19,FALSE POSITIVE
5651104,3.04033046,1.8411,10859.0,8.99,0.791,568.2,0.736,5035.0,4.519,1021.0,257.29,CONFIRMED
5792202,15.33528675,3.897,3081.4,5.0,0.817,86.6,0.773,5251.0,4.581,610.0,32.67,CONFIRMED
10875245,7.95825328,4.377,50.0,1.06,1.402,14.7,0.706,5847.0,4.191,1074.0,314.15,CONFIRMED
5792202,31.33046135,5.176,5073.8,6.5,0.817,117.2,0.798,5251.0,4.581,481.0,12.61,CONFIRMED
5370302,3.9043425,3.831,16228.0,12.28,0.898,323.4,0.709,5810.0,4.526,1104.0,351.05,FALSE POSITIVE
5372966,9.286358079,3.49949,44791.0,17.61,0.821,1671.1,0.377,5670.0,4.523,796.0,95.03,FALSE POSITIVE
5376067,3.951405455,2.1862,2453.9,31.44,0.869,117.2,1.276,6046.0,4.539,1133.0,388.71,FALSE POSITIVE
5436502,23.65369415,8.2183,3341.8,7.89,1.384,266.3,0.008,5739.0,4.191,731.0,67.65,CONFIRMED
5436502,13.23352214,6.7372,504.6,3.06,1.384,49.1,0.014,5739.0,4.191,888.0,146.67,CONFIRMED
5436502,6.15560285,4.9843,285.0,2.32,1.384,35.1,0.235,5739.0,4.191,1146.0,406.94,CONFIRMED
5436502,2.090811305,3.388,115.9,1.62,1.384,19.9,0.746,5739.0,4.191,1642.0,1718.04,CONFIRMED
10875245,3.180027898,3.5797,120.3,1.53,1.402,50.4,0.196,5847.0,4.191,1458.0,1066.86,CONFIRMED
5436502,50.4467417,7.159,370.3,2.67,1.384,19.4,0.379,5739.0,4.191,568.0,24.64,CONFIRMED
5456651,11.76307164,2.9076,1037.3,2.35,0.756,48.9,0.048,4959.0,4.603,616.0,33.99,CONFIRMED
5456651,56.2279271,3.57,862.7,2.37,0.756,20.9,0.7,4959.0,4.603,366.0,4.22,CONFIRMED
5481416,2.384052875,3.0918,1268.1,17.06,0.701,50.5,1.178,4794.0,4.58,1010.0,244.87,FALSE POSITIVE
5531576,7.953547,2.6312,875.4,2.25,0.779,38.4,0.3,4768.0,4.536,696.0,55.37,CONFIRMED
5531576,4.14451656,2.3421,391.8,1.48,0.779,22.8,0.004,4768.0,4.536,864.0,132.08,CONFIRMED
5534814,4.859386384,2.2757,6044.3,38.33,0.988,269.7,1.259,6072.0,4.47,1114.0,364.23,FALSE POSITIVE
6291653,10.526294577,2.5211,9768.0,8.24,0.793,482.3,0.644,5386.0,4.553,713.0,61.16,CONFIRMED
6392727,4.583520948,2.7055,3812.1,5.39,0.877,99.5,0.045,5815.0,4.54,1038.0,274.98,CONFIRMED
6422070,3.76181843,3.5176,510.6,2.66,0.949,35.9,0.926,5653.0,4.472,1121.0,372.62,CONFIRMED
6428700,8.20396958,2.9667,1024.4,3.01,0.826,54.4,0.823,5015.0,4.499,742.0,71.5,CONFIRMED
6428700,14.49645186,4.016,647.5,3.01,0.826,25.7,0.97,5015.0,4.499,613.0,33.48,CONFIRMED
5792202,6.54626149,2.75,655.9,2.19,0.817,24.8,0.644,5251.0,4.581,810.0,101.78,CONFIRMED
5794379,12.71809866,3.0957,1149.4,2.31,0.686,52.7,0.427,4702.0,4.592,562.0,23.6,CONFIRMED
5794379,36.06588163,4.3246,1563.8,2.64,0.686,51.7,0.26,4702.0,4.592,397.0,5.88,CONFIRMED
5881688,4.190425659,2.8589,2877.4,6.21,1.135,240.6,0.458,6073.0,4.392,1234.0,547.9,CONFIRMED
6022556,3.709870784,3.0694,2020.3,4.35,0.978,116.1,0.023,5727.0,4.463,1151.0,415.1,CONFIRMED
6032497,16.3297527,6.271,1187.5,3.75,0.987,74.6,0.791,5878.0,4.444,727.0,66.08,CONFIRMED
6061119,27.807566216,4.21587,25391.0,13.84,0.785,748.1,0.782,5862.0,4.584,554.0,22.24,CONFIRMED
6191521,80.8723469,11.195,3604.6,7.59,1.238,160.9,0.527,5510.0,4.222,452.0,9.88,CONFIRMED
6267425,3.166465862,2.9381,4357.2,26.82,0.704,122.1,1.266,4968.0,4.575,954.0,196.31,FALSE POSITIVE
3531558,24.99324319,5.9409,269.6,2.29,1.317,62.0,0.686,5718.0,4.181,712.0,60.88,CONFIRMED
6276477,10.35533116,3.1775,750.6,2.47,0.918,49.2,0.029,5501.0,4.462,777.0,86.22,CONFIRMED
6863998,16.08518937,3.984,1442.4,3.68,0.826,62.6,0.867,5239.0,4.523,613.0,33.43,CONFIRMED
6867155,235.9986399,8.2284,20715.0,10.59,0.657,271.8,0.778,4245.0,4.627,188.0,0.29,CANDIDATE
6948054,7.49018305,2.7297,1123.6,2.56,0.787,53.0,0.02,5103.0,4.562,753.0,76.06,CONFIRMED
6948054,36.2761238,4.7865,1572.6,3.03,0.787,45.5,0.035,5103.0,4.562,445.0,9.29,CONFIRMED
6948054,17.46087931,2.2641,812.4,2.32,0.787,22.6,0.594,5103.0,4.562,568.0,24.6,CONFIRMED
6435936,56.0560754,4.685,1626.0,1.94,0.491,27.4,0.018,3593.0,4.757,233.0,0.69,CONFIRMED
6522242,41.408316686,5.0264,22839.0,11.38,0.747,907.8,0.377,5522.0,4.586,453.0,9.93,CONFIRMED
6526710,39.74893077,7.3051,15179.0,14.21,0.964,561.1,0.881,6122.0,4.487,552.0,21.87,CANDIDATE
6587280,5.715425977,2.5242,908.1,2.47,0.826,59.4,0.348,5237.0,4.572,850.0,123.03,CONFIRMED
9471974,49.18394185,11.3364,1646.2,8.2,2.057,355.7,0.035,5626.0,3.907,669.0,47.4,CONFIRMED
6587280,20.0261412,1.611,421.2,2.28,0.826,10.7,0.957,5237.0,4.572,559.0,23.14,CONFIRMED
6599919,13.61014819,2.594,5732.9,19.02,0.903,184.1,1.081,5697.0,4.46,733.0,68.29,CANDIDATE
6675056,10.44331991,2.743,1159.8,2.66,0.802,51.7,0.23,4947.0,4.516,667.0,46.94,FALSE POSITIVE
6685526,2.237489571,1.8119,315.8,1.41,0.81,30.7,0.128,5265.0,4.58,1160.0,427.17,CONFIRMED
6756669,5.851520671,3.11058,33004.0,14.62,0.806,1630.4,0.211,5532.0,4.53,901.0,155.89,FALSE POSITIVE
6784235,3.167893418,2.1814,781.2,2.62,0.94,64.8,0.026,5895.0,4.503,1221.0,526.23,CONFIRMED
6849310,4.311780262,2.7251,1154.0,3.11,0.927,86.1,0.196,5527.0,4.484,1038.0,274.84,CONFIRMED
6849310,20.0504494,4.556,840.9,2.69,0.927,37.8,0.383,5527.0,4.484,622.0,35.44,CONFIRMED
6849310,9.76734503,1.6585,569.1,2.67,0.927,21.1,0.9,5527.0,4.484,791.0,92.46,CONFIRMED
6862328,119.0207044,8.1405,7430.5,8.98,1.062,223.5,0.076,5453.0,4.342,366.0,4.25,CANDIDATE
9471974,190.3200468,15.284,1141.7,7.78,2.057,139.3,0.812,5626.0,3.907,426.0,7.8,CONFIRMED
6862603,2.861159894,1.8832,1014.3,4.37,1.021,58.3,0.965,6126.0,4.458,1355.0,797.1,FALSE POSITIVE
7366258,26.44439337,3.9783,1843.5,3.91,0.929,88.0,0.03,5427.0,4.463,562.0,23.54,CONFIRMED
7366258,51.53997972,6.3994,3644.3,5.51,0.929,155.5,0.183,5427.0,4.463,450.0,9.67,CONFIRMED
7366258,5.902245782,2.9003,702.3,2.43,0.929,59.3,0.209,5427.0,4.463,926.0,173.74,CONFIRMED
7366258,2.382951591,1.8876,391.6,1.86,0.929,41.4,0.479,5427.0,4.463,1253.0,583.01,CONFIRMED
7373451,21.02250608,4.1072,1772.5,3.07,0.75,62.4,0.036,5067.0,4.585,521.0,17.48,CONFIRMED
6948054,3.219814777,2.0642,488.2,1.69,0.787,30.5,0.06,5103.0,4.562,998.0,234.93,CONFIRMED
6949607,5.912273234,2.3254,961.4,1.73,0.57,62.8,0.17,4072.0,4.696,585.0,27.72,CONFIRMED
6949607,8.98581901,2.8606,881.3,1.65,0.57,51.8,0.008,4072.0,4.696,509.0,15.9,CONFIRMED
7031517,12.940668656,2.4845,42450.0,22.94,0.809,307.5,0.897,5875.0,4.572,723.0,64.64,CANDIDATE
11869052,20.5452375,2.517,218.5,2.41,1.264,18.5,0.95,5670.0,4.206,742.0,71.57,FALSE POSITIVE
7109675,33.60123371,4.4056,7425.9,8.46,0.93,247.9,0.67,5149.0,4.447,495.0,14.22,CONFIRMED
7109675,6.76652928,2.9004,450.7,1.97,0.93,29.2,0.429,5149.0,4.447,845.0,120.48,CONFIRMED
7118364,4.347288783,2.1024,451.6,2.36,1.122,39.7,0.025,5754.0,4.345,1174.0,449.79,CONFIRMED
7134976,4.601811819,2.2607,755.9,2.35,0.833,60.8,0.567,4986.0,4.496,896.0,152.91,CONFIRMED
7134976,11.18719905,3.252,353.6,1.55,0.833,21.9,0.387,4986.0,4.496,667.0,46.65,CONFIRMED
7135852,4.220965778,3.0854,2260.0,2.62,0.517,157.8,0.705,3837.0,4.747,595.0,29.68,CONFIRMED
7270230,6.998099523,2.0488,20285.0,588.66,0.829,192.3,7.361,5612.0,4.566,853.0,125.22,FALSE POSITIVE
7287995,5.95489993,2.3892,1410.7,2.33,0.633,87.2,0.327,4261.0,4.641,635.0,38.52,CONFIRMED
7287995,12.03987488,2.7363,1250.6,2.18,0.633,57.6,0.286,4261.0,4.641,502.0,15.06,CONFIRMED
7287995,20.83762895,2.3734,439.0,1.42,0.633,14.9,0.706,4261.0,4.641,418.0,7.24,CONFIRMED
3247396,8.8111022,5.0683,401.1,63.66,2.404,76.8,1.223,6200.0,3.8,1399.0,904.92,FALSE POSITIVE
7303253,23.58917143,5.073,1200.7,3.16,0.721,53.3,0.926,4919.0,4.566,487.0,13.34,CONFIRMED
5094751,6.481633073,3.784,298.5,2.54,1.302,125.6,0.833,5945.0,4.213,1145.0,406.25,CONFIRMED
7678434,10.37168928,3.035,1254.9,3.2,0.888,64.5,0.537,5121.0,4.457,720.0,63.68,CONFIRMED
7678434,3.96996298,1.1757,299.2,1.78,0.888,15.0,0.836,5121.0,4.457,992.0,229.37,CONFIRMED
7685981,4.40841331,5.012,549.4,2.66,0.961,45.1,0.899,6007.0,4.457,1139.0,398.0,CONFIRMED
7708215,7.9426176,6.703,1590.7,4.68,0.926,60.4,0.942,5811.0,4.521,878.0,140.57,FALSE POSITIVE
7373451,226.8904775,7.558,3136.4,4.53,0.75,46.8,0.731,5067.0,4.585,236.0,0.73,CONFIRMED
7377033,1.956811408,2.1958,24905.0,21.58,0.603,125.4,1.091,5209.0,4.657,1109.0,357.16,FALSE POSITIVE
7380537,2.688899233,2.11275,37492.0,12.04,0.639,1011.6,0.001,4820.0,4.667,929.0,175.76,CANDIDATE
7434875,9.439459486,2.8979,3036.1,4.16,0.779,175.2,0.049,5097.0,4.597,686.0,52.32,CONFIRMED
8349582,11.523067458,3.8757,507.3,3.13,1.411,142.0,0.0,5644.0,4.162,927.0,174.81,CONFIRMED
7434875,20.47748843,2.8364,1382.4,2.92,0.779,52.7,0.497,5097.0,4.597,530.0,18.65,CONFIRMED
7434875,3.336123113,1.9616,516.3,1.74,0.779,41.6,0.252,5097.0,4.597,970.0,209.79,CONFIRMED
7455287,8.01078456,2.312,1333.6,1.72,0.47,48.5,0.192,3713.0,4.779,453.0,9.9,CONFIRMED
7455287,12.07134205,4.3224,759.2,1.29,0.47,31.0,0.014,3713.0,4.779,395.0,5.74,CONFIRMED
7455287,20.99587872,2.6333,767.3,1.3,0.47,18.2,0.228,3713.0,4.779,328.0,2.74,CONFIRMED
7458762,7.41113177,2.5242,620.5,2.45,0.919,50.4,0.712,5849.0,4.517,905.0,158.11,CONFIRMED
7552344,1.000747038,0.9967,1823.5,4.14,0.79,147.4,0.908,5472.0,4.499,1620.0,1635.2,FALSE POSITIVE
757450,8.884922995,2.07004,16053.0,10.51,0.843,388.2,0.069,5332.0,4.5,770.0,83.21,CONFIRMED
